incident_id,date,lat,lon,state,type
{00C0CCD5-CE70-48D9-A850-8447DA4E0DD7},2023-08-12,33.685039,-117.136581,US-CA,WF
{00C15CFF-17F0-4763-8615-9C1CEDDD23A8},2023-07-11,36.882667,-119.204578,US-CA,WF
{00C2FFFD-0CC5-46A9-98B3-CE87377E6177},2023-08-20,39.338967,-120.40745,US-CA,WF
{00D1B791-22E3-4FEE-AD2E-2D422F86C57F},2023-07-19,32.852041,-116.863366,US-CA,WF
{00D65633-ECC2-48FB-82CD-8EDFADCE7391},2023-09-17,33.742086,-117.110521,US-CA,WF
{00DF34BA-9E95-402A-8174-9B65154DE131},2023-09-09,37.4527,-119.644901,US-CA,WF
{00DF55CC-1155-41E1-8523-208F62E4009D},2023-07-01,33.82544,-118.2283,US-CA,WF
{00E52A6D-D5A5-4C96-B7E4-529A260D3956},2023-09-14,34.03739,-118.03771,US-CA,WF
{00F9AE0B-56A0-4358-BE94-81E2E456E90E},2023-07-14,33.97467,-118.1246,US-CA,WF
{00FC9E4E-AFB9-4C0B-9E03-770B79B709B3},2023-07-07,38.2482,-120.844123,US-CA,WF
{01067AA7-074A-441A-B36A-4BCC7339E8C4},2023-07-08,33.97004,-116.490056,US-CA,WF
{010C9A1A-1D62-4277-BE11-0DED1EDE8024},2023-08-16,36.238583,-118.63875,US-CA,WF
{012299A8-042A-4945-91BA-351C1FFDE965},2023-07-13,33.937644,-116.964368,US-CA,WF
{0122B5F7-D765-431D-94C0-ECA12D692156},2023-07-05,38.802508,-123.015962,US-CA,WF
{0137DE60-7926-4E90-8573-C04CB05B0D07},2023-07-01,34.280277,-117.335833,US-CA,WF
{0138C2E4-AEC2-4BF1-9A96-EB9548696A1A},2023-08-10,34.69912,-118.7925,US-CA,WF
{014308D1-2B90-4D03-9650-96A63818A15F},2023-07-14,33.94658,-117.298221,US-CA,WF
{01443179-DFD0-40F3-BB56-729111C641B4},2023-09-15,33.924655,-116.883205,US-CA,WF
{0144B575-9E86-4C4D-8833-A34B9B7D8B6D},2023-09-06,33.750907,-116.275681,US-CA,WF
{016ECF20-66EF-4BD8-BEEF-E14FFD2E4E07},2023-07-01,33.92687,-117.96791,US-CA,WF
{0180D8D4-A10E-416D-AA8B-18AAFC99B347},2023-07-24,33.815678,-117.208605,US-CA,WF
{01885DEE-2CEC-49C2-AB6F-B51EBFD4C08F},2023-07-27,38.966427,-122.643025,US-CA,WF
{01A1ADB4-9FC6-4C18-A61E-25685F5BF609},2023-07-08,34.82053,-118.8792,US-CA,WF
{01B95AEA-04F3-4025-819F-09B298638D82},2023-09-23,33.569773,-116.078473,US-CA,WF
{01D421B9-1859-42D8-8780-D2217F04B846},2023-10-01,34.003234,-117.066019,US-CA,WF
{01D6CBAF-FA75-4973-A6A5-F00574F1C8B7},2023-09-09,33.93149,-118.36081,US-CA,WF
{01D7AD63-45E7-4271-862E-55517CE3D95B},2023-09-04,40.037595,-123.776474,US-CA,WF
{01D8BB89-6D56-4920-BC04-9493D9A98B30},2023-09-19,41.929791,-120.906092,US-CA,WF
{01DE53A1-5EDD-453A-9CA7-7BEA304B2793},2023-08-13,34.01949,-118.18,US-CA,WF
{01E8D45E-9AAD-4669-9884-3B54E23A20F3},2023-09-25,38.07634,-120.79779,US-CA,WF
{01EDB98F-36BB-49A0-8EDF-63F696A938F1},2023-08-02,33.80602,-118.28819,US-CA,WF
{01F0C383-ACD3-494A-8409-01493AE86C7B},2023-07-23,33.768084,-117.093287,US-CA,WF
{01FF5E79-F668-4DBE-8673-774D6AD0429E},2023-07-14,40.856103,-122.33876,US-CA,WF
{02152AC9-3D89-4ABE-BA7C-975047A37889},2023-09-14,33.925456,-117.243178,US-CA,WF
{0217D2E2-5158-4311-AC78-258BF7E7C804},2023-07-01,39.340975,-121.725138,US-CA,WF
{0227328D-8426-4ECD-BA2F-F6BB6ABA87BD},2023-07-29,33.823424,-117.033714,US-CA,WF
{02311820-8D48-43BB-9752-BAFC5BCC1AC9},2023-07-22,39.502502,-121.551712,US-CA,WF
{02369A5E-C9AA-48D1-9049-42E0927C7DDE},2023-07-14,39.947656,-123.774515,US-CA,WF
{024D1EB2-3E53-4A42-B4BD-09E9252FB4D0},2023-07-04,34.68054,-118.0946,US-CA,WF
{024DF539-BB5A-4A05-8FBF-1721A2AD2C9F},2023-09-23,33.815678,-117.208605,US-CA,WF
{026C6546-CBC1-45AF-B942-F7B7E25F93A9},2023-09-16,41.262833,-123.0425,US-CA,WF
{028141EC-C2B7-4DD5-A214-88F3ECC4020B},2023-07-13,33.757009,-116.295069,US-CA,WF
{029C6810-1784-4E5C-A96F-AA4FFC30B703},2023-09-01,33.91661,-118.18932,US-CA,WF
{029EA6AC-E931-49DB-A63F-8C0CA7FB3121},2023-08-13,34.79638,-118.57913,US-CA,WF
{029EAF7E-BCDC-44DA-9BAB-622330791C68},2023-07-30,34.58748,-118.06728,US-CA,WF
{02A3A9B8-C4D9-4DE6-BBF6-4431BF54A8C1},2023-07-28,33.96784,-117.91529,US-CA,WF
{02AEFCD4-BE84-4B58-932C-1B7FB8EB031D},2023-09-17,38.963039,-121.278188,US-CA,WF
{02B21160-01C1-45E3-97E6-26D2607918EE},2023-07-04,37.310434,-120.423195,US-CA,WF
{02C4EEBE-B2AF-479B-AB37-BF48D3F4CADD},2023-09-25,38.903372,-121.071576,US-CA,WF
{02CBC4D5-45BB-4570-B157-44D8BDD65D6D},2023-09-10,39.529066,-121.571452,US-CA,WF
{02FF027B-3623-4A80-BB54-E2D9FE3151FD},2023-09-08,34.864726,-116.885563,US-CA,WF
{0302ABFD-DA71-46BE-B98A-87C972EC6648},2023-07-02,36.994039,-120.098226,US-CA,WF
{0306A3DD-C419-40FB-8258-2754718B86DA},2023-09-10,33.764582,-116.958788,US-CA,WF
{0309F30F-1AD1-4179-9A15-E4E166EE0200},2023-09-15,33.92169,-118.16629,US-CA,WF
{030A349E-618C-4CA3-9758-A5BA1632EE58},2023-08-19,33.858247,-117.322621,US-CA,WF
{030F54A3-631D-4CD6-9CDF-4B84ABD1AE6B},2023-09-18,39.7299,-122.927,US-CA,WF
{031280FD-B170-4813-AD2A-8B01100C58D6},2023-07-01,38.115181,-120.472741,US-CA,WF
{031C1CF0-4776-4EC2-A884-42D4047BADA6},2023-07-27,33.94543,-118.36745,US-CA,WF
{03212E0C-BF29-4111-904E-2D8C1D09615B},2023-09-19,39.2983,-120.843,US-CA,WF
{0321B7F0-345C-43BF-A6E2-6877C491C0A9},2023-07-08,33.92514,-118.24567,US-CA,WF
{032A5C8F-F758-409C-A71F-7D788D51CDF1},2023-09-23,40.934709,-124.071575,US-CA,WF
{034B79AF-7AB8-4AF7-A9F4-15E01B046B3E},2023-07-27,36.840847,-119.489088,US-CA,WF
{035E43A2-299E-4379-B167-47F01AD323DC},2023-07-07,33.87817,-118.04463,US-CA,WF
{03631207-D04F-462C-911A-6DDD59AAB2DE},2023-09-24,34.68547,-118.13295,US-CA,WF
{03648D42-E843-4067-B12C-5E63C6589081},2023-09-30,33.919906,-116.80127,US-CA,WF
{03682ADC-4345-47A1-A1D1-243CE124F3C7},2023-08-09,34.469283,-118.155083,US-CA,WF
{036AA7A7-8E20-4F25-A9F1-73359DC135EC},2023-09-10,33.90207,-118.10477,US-CA,WF
{037472C9-0D62-4640-8CC9-D9C9F4CADC68},2023-09-29,34.71866,-118.15729,US-CA,WF
{03A5C1FF-8248-41A0-8CF9-A80EAADEE39C},2023-07-06,38.366667,-120.932983,US-CA,WF
{03B56882-2D48-4D6E-BB49-E5E7C6DE94EA},2023-09-05,39.0872,-120.734,US-CA,WF
{03B954D9-F325-4A06-97D2-F25CE438C083},2023-07-20,41.247981,-122.02683,US-CA,WF
{03C64301-EC73-4109-944C-862D9B27E5DC},2023-07-31,33.712989,-116.316206,US-CA,WF
{03CE9849-B52F-46B4-BF08-84BB0FF5C083},2023-07-07,34.70398,-118.17628,US-CA,WF
{03CED58E-8A98-4252-BC3D-885135E87340},2023-07-15,39.305074,-121.434196,US-CA,WF
{03E274F6-1227-4D08-B506-4B54DF272A19},2023-09-05,40.526167,-123.907333,US-CA,WF
{03EF64C2-81DC-4D03-8F17-D98A5DE0479E},2023-07-07,34.283626,-118.400774,US-CA,WF
{03F9D5D5-084B-45F8-9100-8A13163FF651},2023-09-09,37.862839,-120.776549,US-CA,WF
{03FE5552-44DC-44B7-A499-52C2D346292A},2023-07-05,33.933618,-117.23506,US-CA,WF
{03FEF5CA-5BDB-4F9D-94B3-F4E390B99E72},2023-08-26,39.198513,-123.209064,US-CA,WF
{04028EC3-B283-4620-830A-F1D298F57044},2023-08-12,41.699586,-122.6324,US-CA,WF
{0402A7C1-BB0A-4627-B23C-08917AEB5FCE},2023-08-04,37.448688,-120.801036,US-CA,WF
{040E7850-BA0E-4BF3-9D90-1B18B796B5EF},2023-07-28,33.80938,-117.226059,US-CA,WF
{040FBB28-74E0-4584-8E37-57A6C93EEC49},2023-08-25,34.46137,-118.5422,US-CA,WF
{04241984-178D-4383-96E3-178A8F944D68},2023-08-07,36.714184,-119.763701,US-CA,WF
{0429E55F-88E3-437C-8A41-4B82E6F9DD85},2023-08-17,33.571696,-117.076871,US-CA,WF
{042A2E94-D4C1-4C40-9F5A-CFE08A7FB786},2023-09-03,33.90969,-118.1806,US-CA,WF
{042C80B6-DCC7-4727-885D-50F2850BAF46},2023-07-26,37.217045,-121.081647,US-CA,WF
{043A2F62-915F-492D-B531-030A2FDAE8D2},2023-07-06,38.992057,-121.349381,US-CA,WF
{0440E5B6-DE21-421F-BDD3-30E8DDCAC054},2023-07-19,36.560276,-119.622034,US-CA,WF
{0446B1C7-C5BB-4614-B6EB-56C873EB348B},2023-08-29,41.13,-123.653999,US-CA,WF
{0449210C-1AFF-4456-88F3-D98EAEAAA637},2023-09-18,33.92545,-118.3265,US-CA,WF
{044CA0E6-27C4-4947-B3D5-275AB2ABC84B},2023-07-31,34.06134,-117.78911,US-CA,WF
{0452A32F-2099-4BE8-A5A0-BA7F28735139},2023-08-15,41.072982,-121.609786,US-CA,WF
{04563EAE-A58B-4F9D-BD38-BAE66F128DFE},2023-07-07,33.917,-118.21507,US-CA,WF
{0464EDF3-4657-4539-A7A1-D82BB7ABD533},2023-07-04,33.94186,-118.33708,US-CA,WF
{04696A92-CAC3-4BCF-955E-7FF44C5ACDC0},2023-09-02,33.736254,-117.080542,US-CA,WF
{046A0C1C-1893-4B4D-9389-185772A83B2E},2023-08-16,35.597376,-120.801518,US-CA,WF
{04959587-613C-4517-BA51-BB831513A2A5},2023-09-12,38.188919,-120.824285,US-CA,WF
{04964A0D-1919-4B02-9166-E5D88ED0F23E},2023-09-07,39.653328,-123.784508,US-CA,WF
{049DB3D9-1D86-4302-8635-025BEC7ADE0C},2023-07-07,33.90166,-118.1863,US-CA,WF
{04A9ACCE-8BFA-4458-9733-5501A6CFF836},2023-07-12,36.730979,-120.360998,US-CA,WF
{04AA120C-ACC2-42E8-8031-EB368949F798},2023-08-07,40.178885,-122.223886,US-CA,WF
{04BFCF75-18F4-4E54-91FD-FA9438B0E419},2023-09-23,36.48685,-120.389097,US-CA,WF
{04C13B4B-A4AB-4B8E-9864-C9EC867A5045},2023-07-14,36.708662,-119.699926,US-CA,WF
{04D9AAE5-5EAD-4F90-A8C1-5924FD049A69},2023-07-27,32.579431,-116.689438,US-CA,WF
{04EB1410-4649-4CCF-B386-77D4AF67128C},2023-09-30,36.115876,-118.955522,US-CA,WF
{04F24B12-E13F-4C7E-80AF-C8AA1A4C8FAB},2023-07-14,33.889516,-117.070814,US-CA,WF
{04F359A4-6A3D-4AD9-BF9E-CD476B3737DC},2023-07-02,38.51139,-122.008136,US-CA,WF
{04FE4EDF-48B9-4A89-B91B-1FBBBC7279A2},2023-07-25,34.41057,-118.45868,US-CA,WF
{0542DDE3-880F-41FB-9995-80D899E79020},2023-07-13,34.00516,-117.95835,US-CA,WF
{055281E8-2025-492B-B7FD-897EBF91BA2E},2023-08-09,39.652725,-121.143388,US-CA,WF
{0575DBD4-C0F0-4361-B29B-2BF228591F4C},2023-07-12,34.76041,-118.2921,US-CA,WF
{05764151-E0B6-44C7-95B2-A426E93037F0},2023-07-05,33.927308,-116.938251,US-CA,WF
{058021D6-D8DF-412A-88E6-7861F4475C46},2023-08-17,37.563433,-119.4413,US-CA,WF
{0581D90B-6A43-46A5-95CE-B85490B16F22},2023-07-29,33.839101,-117.249583,US-CA,WF
{058FD9E6-0B0E-483F-A230-68AF133C57E6},2023-09-08,39.817562,-121.602604,US-CA,WF
{05919D33-3B2B-4B6A-A348-330AE6B9E73D},2023-07-19,33.935586,-117.278738,US-CA,WF
{05A26E5B-BDBA-4913-823A-1EE44AFC2393},2023-08-23,37.324226,-120.324625,US-CA,WF
{05B1CE8A-0155-4456-AA24-81B97B34EB9B},2023-09-18,33.93149,-118.36081,US-CA,WF
{05B565F7-2186-4674-9E8C-CB658CE72442},2023-07-12,34.20689,-118.24232,US-CA,WF
{05C36AE3-A9BC-4630-ACA8-69CBE6892EA0},2023-09-04,33.870598,-117.175074,US-CA,WF
{05C41CAC-115B-4B30-9151-8A25DB58889E},2023-07-01,33.96501,-118.37126,US-CA,WF
{05DFAEE3-36ED-4FF6-8AD4-786A49ACE32B},2023-07-11,33.9654,-118.19574,US-CA,WF
{05E84F9F-99B8-46BB-9291-1E1955A3AEB2},2023-07-14,36.758308,-119.178119,US-CA,WF
{0615D919-8732-4635-AC1B-DC55709A5535},2023-08-15,41.712083,-123.002617,US-CA,WF
{061F607E-A83E-4F56-8528-2322C4B73639},2023-07-22,39.15158,-123.196973,US-CA,WF
{062AE474-6A35-4333-A75C-8BD3064075C3},2023-08-13,38.200133,-119.906367,US-CA,WF
{0630C81B-66D4-4D60-BB35-BA84726B93DB},2023-07-11,38.381847,-120.806018,US-CA,WF
{06363AB8-8DD0-4FB8-BD3A-043A6399016C},2023-09-13,38.297833,-119.7525,US-CA,WF
{065F793D-E4F9-476E-B118-AB67BAE67C39},2023-07-11,34.71874,-118.17694,US-CA,WF
{0674FBFD-C494-40A7-9683-2532593533A2},2023-08-09,33.88536,-118.18747,US-CA,WF
{068F2B03-88E1-42EF-9F89-F3CAADA67C27},2023-07-04,39.630115,-121.998797,US-CA,WF
{0696D06A-A1FA-4B46-9539-F43727F9F7D9},2023-08-15,41.072,-123.986,US-CA,WF
{06B1C582-0E27-40DE-888E-FE713057242C},2023-07-16,33.906787,-117.2263,US-CA,WF
{06BEB228-AD2F-4C60-8BB2-CD16C1778790},2023-09-25,33.88475,-118.3525,US-CA,WF
{06C61B07-1912-48DC-8421-5CA8FAF6EA19},2023-09-12,38.299603,-119.850626,US-CA,WF
{06D34B83-25AD-47AD-9B11-0B4D38E38FE0},2023-07-04,34.26449,-118.61047,US-CA,WF
{06EA351A-593E-4FF1-B639-9E8DF5008EDE},2023-07-13,33.93906,-117.235071,US-CA,WF
{06F10A33-6985-43E2-94A9-05871F064DC5},2023-07-05,33.750907,-116.275681,US-CA,WF
{0715B337-627A-4FE9-8F78-CEE9B61B95DB},2023-09-03,38.736113,-121.392532,US-CA,WF
{071FE2B9-99A7-45A0-8FAA-EE7DE71186C5},2023-07-14,40.64116,-122.36299,US-CA,WF
{07269B36-71EA-4D82-B697-AC92456FF7B9},2023-07-04,33.842913,-117.287645,US-CA,WF
{073BCEA6-B8DB-45A0-AB0E-00871D397CCB},2023-08-16,39.536205,-123.119786,US-CA,WF
{0761AF05-119C-4F01-A61F-B4C3D9E98DE7},2023-07-14,33.99375,-117.052255,US-CA,WF
{0767126D-0758-41B4-9166-90C61E51FD0C},2023-09-10,38.163972,-120.027559,US-CA,WF
{076F8A47-928A-4DC6-AEE9-BD7E079F81F1},2023-09-16,33.689288,-117.256087,US-CA,WF
{07773983-9150-41FE-A81E-16632E23E476},2023-08-04,40.73652,-122.62405,US-CA,WF
{077D49DC-0D62-4D4C-8182-D704F6411B64},2023-07-10,32.841554,-116.879919,US-CA,WF
{077D6754-61A6-4BEC-AA79-BB7390C790B6},2023-07-16,33.90364,-118.1855,US-CA,WF
{0781A42E-65F6-41C9-9F07-62E8543F7FE1},2023-08-02,33.917362,-117.226325,US-CA,WF
{078E4FEB-7C81-4B7D-B19A-79289EE74139},2023-07-02,33.844495,-117.219517,US-CA,WF
{079526EC-93F3-4D05-BB80-E6EDCF127D5B},2023-08-21,37.719182,-121.660326,US-CA,WF
{079C993B-5D69-4205-8A67-F569EBDF0475},2023-08-16,40.625833,-123.616833,US-CA,WF
{079F4864-97AE-4528-83A6-D36545E9A641},2023-09-18,35.198671,-120.69816,US-CA,WF
{07A4679B-A538-4466-AFFD-0B0F2051C11E},2023-08-09,36.683088,-119.022437,US-CA,WF
{07A58367-5459-4A32-966E-99772626276E},2023-07-04,39.211275,-120.796402,US-CA,WF
{07ADAEED-4BB5-434D-BC97-CEF18815ED68},2023-07-23,38.602509,-120.699755,US-CA,WF
{07AF7AEC-63BF-4633-A052-9E03FE117312},2023-09-11,37.199831,-120.216423,US-CA,WF
{07BC63C6-14FC-4DCF-8337-28443E4BD870},2023-07-17,33.925336,-116.917135,US-CA,WF
{07C684F1-2F64-4537-95DF-16C7675B7FE5},2023-09-09,37.852894,-120.453437,US-CA,WF
{07DA4ECB-06DE-4C3B-91F6-923B54F9DF53},2023-08-19,40.273432,-123.624901,US-CA,WF
{07FBE051-9407-491F-A32B-9415C60540F2},2023-08-06,41.518283,-124.041017,US-CA,WF
{08067FA5-3248-47CC-B485-0779E86692AB},2023-09-11,37.516417,-119.996728,US-CA,WF
{081AA318-8075-4B1C-8606-40EA76758DE9},2023-07-04,33.94975,-118.1705,US-CA,WF
{0820685D-5093-472F-817C-D228C8E8C2E9},2023-07-17,37.524811,-120.31497,US-CA,WF
{0826FE4C-0342-4C41-BACD-7E9E175B7115},2023-09-29,33.205618,-116.980576,US-CA,WF
{082F176D-DE0D-4FEE-A47B-D58136B5CBA7},2023-07-07,33.750907,-116.275681,US-CA,WF
{082F2EC1-43A8-4EC7-A383-8EED56A008B1},2023-08-18,40.540633,-123.10075,US-CA,WF
{0846BE83-DB2F-4D2A-A747-9FDE35AD872D},2023-07-04,34.59024,-118.1627,US-CA,WF
{084B4338-0644-465B-ADA3-C4D52363E94D},2023-07-31,34.09272,-118.03214,US-CA,WF
{084B723E-4534-437A-8EB2-6AF0137D0124},2023-07-14,41.265417,-123.308883,US-CA,WF
{08627A50-BFDC-4A58-9409-3039A182C843},2023-07-29,33.92545,-118.3265,US-CA,WF
{0872F658-8658-47B0-A584-3807A11C2AD7},2023-08-29,40.444757,-122.295733,US-CA,WF
{0877BA86-1048-4E3B-8E44-E7183A5C2258},2023-09-17,36.520919,-119.018099,US-CA,WF
{0888A75A-6D28-4EC1-A2F2-8E9DD64657AC},2023-07-14,33.9114,-118.1804,US-CA,WF
{088CF39A-2F54-43DB-813F-73104C173E13},2023-07-26,33.70741,-116.251378,US-CA,WF
{088DFF39-3FC5-428A-94F9-B2424C9A8567},2023-07-27,34.03156,-118.05235,US-CA,WF
{089F4731-93B6-4205-BE6C-E7C8FFD0B7C1},2023-08-17,40.390167,-121.531633,US-CA,WF
{089FDB7F-2E33-40D6-BDE5-5060CE2CDFCA},2023-07-18,33.996849,-117.550497,US-CA,WF
{08BF017E-4915-4E56-8842-E50DAE46A09C},2023-07-13,33.924144,-117.283955,US-CA,WF
{08C018DE-94D9-488C-806E-B40F88C043E2},2023-07-01,34.66015,-118.21019,US-CA,WF
{08DB7816-1C9F-4ADE-942C-4EF2C41A5D7D},2023-07-08,37.394893,-119.6521,US-CA,WF
{08E6AB83-0B87-4E5F-97EA-CB19A2C8BAA5},2023-07-15,41.82825,-122.003613,US-CA,WF
{090C2586-ABDE-4C98-AACF-8977CEA7E355},2023-07-27,34.02749,-117.96436,US-CA,WF
{090D0494-FF73-4295-91A7-ABE4745784E6},2023-07-09,33.92544,-118.32649,US-CA,WF
{092B5C33-1276-401E-9CE5-D59CD2504B19},2023-08-30,33.693015,-116.185205,US-CA,WF
{09376229-AD55-44BF-96C3-264D441D2195},2023-08-20,37.705641,-120.097317,US-CA,WF
{0938F1A3-BB48-4D2B-BB00-D0EEBC3B6CB8},2023-07-26,38.846296,-121.349386,US-CA,WF
{0940F86E-6035-4474-9476-53B8FDD46900},2023-07-13,34.13186,-117.8187,US-CA,WF
{094BECE2-D86D-4E09-AA89-696151D261F8},2023-07-03,36.226464,-118.809955,US-CA,WF
{094DE270-A32A-4F4D-8D90-92C52DF552EB},2023-07-29,35.485401,-120.665046,US-CA,WF
{0960430F-C5F5-4C4E-8A8F-BFB1D14B6184},2023-08-03,34.11704,-117.975,US-CA,WF
{096EFAFA-7DC2-4A7C-8403-18A546BCA1D5},2023-09-11,38.133333,-120.11255,US-CA,WF
{09765D5A-816C-4A94-B49C-CD5E7041AE95},2023-08-14,39.4464,-120.55,US-CA,WF
{09771F3E-C261-4A73-8A0B-9B54157935E0},2023-08-05,35.286389,-115.2864,US-CA,WF
{097B28F2-A02B-44AE-9932-89049137BA07},2023-07-05,41.611833,-122.48635,US-CA,WF
{097B573E-E388-4955-8ADC-C6AB83219757},2023-07-26,40.176126,-122.226127,US-CA,WF
{09868578-D652-4700-874D-FBE8025CE4DD},2023-07-04,38.728881,-121.392475,US-CA,WF
{0986D2EC-01C6-4826-8C56-25A5F7735884},2023-09-12,33.842,-117.598,US-CA,WF
{0987ED23-44D9-493D-AD60-3FC1B4F977B9},2023-07-17,40.270229,-121.026808,US-CA,WF
{09A3935A-44DB-409A-B7A6-3D8743E628E0},2023-07-11,34.05864,-117.75018,US-CA,WF
{09A669F0-90C2-40C6-9243-DFB16850AEDA},2023-07-04,39.516228,-121.536716,US-CA,WF
{09A84E5C-B13D-4BCB-BE9A-EF1EC48AA915},2023-07-21,33.823907,-117.217322,US-CA,WF
{09B74AFC-DF28-4835-A00A-94C03C88F2A0},2023-07-29,37.719182,-121.660326,US-CA,WF
{09BF3196-0C70-490D-AF43-71009D5231DF},2023-07-20,36.577889,-121.825141,US-CA,WF
{09E67A6A-5EAB-45E9-B18D-8DE6382D796F},2023-07-01,34.69583,-118.16835,US-CA,WF
{09FBB682-2B34-4540-BAE2-01747B7F7486},2023-08-19,38.926507,-121.29344,US-CA,WF
{0A01D435-5BFC-482A-BD45-45C0873B5676},2023-07-22,40.895,-123.874167,US-CA,WF
{0A06E1A2-C4C1-45AB-A486-0818E22E9440},2023-08-21,41.289333,-123.33255,US-CA,WF
{0A141720-B2E9-4908-96B8-9D539C6F05B3},2023-09-20,37.816059,-120.676937,US-CA,WF
{0A153826-9FD4-4146-9D5D-4E100434FD68},2023-07-10,34.10344,-117.97847,US-CA,WF
{0A1746A1-50B3-43E8-BBCE-6370BB109A8E},2023-08-30,34.08095,-117.9979,US-CA,WF
{0A37F189-7076-48CC-925B-64B882091068},2023-08-05,34.09015,-117.73674,US-CA,WF
{0A39D57D-8996-4052-8CBB-7F55C15E4417},2023-07-18,39.74066,-121.62725,US-CA,WF
{0A48A2B9-ACD3-45A9-8806-C2CF7B449D0B},2023-08-23,36.941029,-119.895645,US-CA,WF
{0A4B2970-783A-476B-BA72-50532962CB43},2023-07-27,40.690739,-122.400169,US-CA,WF
{0A6FC9A0-3773-43CB-BE29-68266ECCE3F0},2023-07-07,38.820171,-122.494765,US-CA,WF
{0A746651-4FD4-4E51-AB03-059C5C29B713},2023-07-09,33.648539,-116.935607,US-CA,WF
{0A7C91B2-AAE2-45E6-A2B3-02818B7BD8F3},2023-07-28,36.956159,-118.947773,US-CA,WF
{0A7FE76C-8631-4BA1-866D-C52988FB29D8},2023-09-25,34.65283,-118.20135,US-CA,WF
{0A870597-3061-4EA9-8957-CABA36C7D2C6},2023-08-16,40.4562,-121.483622,US-CA,WF
{0A9E06E3-8EA6-47D4-85CA-3627FC0535BA},2023-07-26,36.61749,-119.327489,US-CA,WF
{0AB04084-4166-4391-B9F0-0F98B8BDB48F},2023-07-29,33.69538,-117.333835,US-CA,WF
{0AB19620-D032-4F08-91E1-AAF3190DA149},2023-07-04,39.721823,-120.983763,US-CA,WF
{0AB298D9-100B-4849-927B-3F6896A1D15D},2023-09-15,37.31909,-120.504912,US-CA,WF
{0AB444AB-0F29-42B5-A241-5D3FD61C1F64},2023-08-17,38.5929,-119.649833,US-CA,WF
{0ACD0150-A39C-4D44-8916-C5C736E41D2A},2023-07-11,38.833922,-123.051339,US-CA,WF
{0AD373AC-F13E-43FC-BE43-680AAB9BB80D},2023-07-21,33.925421,-116.885444,US-CA,WF
{0AD4B373-D9D0-4AEE-84E2-83C2E6E382D8},2023-07-03,37.126547,-121.646535,US-CA,WF
{0AD7D7C2-4779-42FA-80EC-53D93C62CC12},2023-07-17,36.544917,-120.352268,US-CA,WF
{0AE17B43-F884-4CD1-A68A-716F784372AF},2023-07-05,36.62107,-119.323774,US-CA,WF
