date,grid_id
2023-07-06,CA5K_06064
2023-07-07,CA5K_13055
2023-09-07,CA5K_13052
2023-07-19,CA5K_13055
2023-07-07,CA5K_11575
2023-08-23,CA5K_13148
2023-08-19,CA5K_11558
2023-07-17,CA5K_13051
2023-09-13,CA5K_14356
2023-07-28,CA5K_12355
2023-09-24,CA5K_13054
2023-08-31,CA5K_11291
2023-09-17,CA5K_12103
2023-09-29,CA5K_13538
2023-09-21,CA5K_07380
2023-08-16,CA5K_12090
2023-08-27,CA5K_11573
2023-08-03,CA5K_01446
2023-07-03,CA5K_14847
2023-08-17,CA5K_11442
2023-09-09,CA5K_10615
2023-07-29,CA5K_03611
2023-08-22,CA5K_08817
2023-07-25,CA5K_11187
2023-08-23,CA5K_11470
2023-07-10,CA5K_03917
2023-07-07,CA5K_12694
2023-07-05,CA5K_11470
2023-08-15,CA5K_13149
2023-09-27,CA5K_10806
2023-09-09,CA5K_06545
2023-07-04,CA5K_10998
2023-09-09,CA5K_07390
2023-08-16,CA5K_01889
2023-07-20,CA5K_04966
2023-09-17,CA5K_12012
2023-09-08,CA5K_11557
2023-07-14,CA5K_07054
2023-09-09,CA5K_11564
2023-09-05,CA5K_10902
2023-07-15,CA5K_06886
2023-07-13,CA5K_11186
2023-07-04,CA5K_04541
2023-09-01,CA5K_11559
2023-08-15,CA5K_00372
2023-07-05,CA5K_11295
2023-09-12,CA5K_05173
2023-08-01,CA5K_02405
2023-08-10,CA5K_12883
2023-08-20,CA5K_02580
2023-07-30,CA5K_13240
2023-09-17,CA5K_10103
2023-08-19,CA5K_07409
2023-09-26,CA5K_08124
2023-08-05,CA5K_11662
2023-07-18,CA5K_03923
2023-07-24,CA5K_11197
2023-08-02,CA5K_11186
2023-07-05,CA5K_13150
2023-09-10,CA5K_08853
2023-08-12,CA5K_05918
2023-07-22,CA5K_12693
2023-07-04,CA5K_12523
2023-08-31,CA5K_09149
2023-09-29,CA5K_03599
2023-08-28,CA5K_02799
2023-07-25,CA5K_14849
2023-07-04,CA5K_14849
2023-08-02,CA5K_08610
2023-08-30,CA5K_13343
2023-08-14,CA5K_03264
2023-07-09,CA5K_11735
2023-09-19,CA5K_11736
2023-07-16,CA5K_10901
2023-08-26,CA5K_13242
2023-07-14,CA5K_13056
2023-07-18,CA5K_13726
2023-07-15,CA5K_14524
2023-09-04,CA5K_12699
2023-09-10,CA5K_05458
2023-08-06,CA5K_07734
2023-07-01,CA5K_02992
2023-08-11,CA5K_10806
2023-09-15,CA5K_12101
2023-08-11,CA5K_14690
2023-08-28,CA5K_05496
2023-09-28,CA5K_14356
2023-07-22,CA5K_11575
2023-07-05,CA5K_13623
2023-07-04,CA5K_13820
2023-07-22,CA5K_02687
2023-07-27,CA5K_05313
2023-07-30,CA5K_13805
2023-08-17,CA5K_08268
2023-09-25,CA5K_13432
2023-08-26,CA5K_08934
2023-08-29,CA5K_13548
2023-09-01,CA5K_12869
2023-09-09,CA5K_09442
2023-08-17,CA5K_06294
2023-09-10,CA5K_13628
2023-08-31,CA5K_08718
2023-08-11,CA5K_10443
2023-08-14,CA5K_07085
2023-07-15,CA5K_10716
2023-07-02,CA5K_02184
2023-07-20,CA5K_00073
2023-07-01,CA5K_11824
2023-07-15,CA5K_11485
2023-07-24,CA5K_11825
2023-07-23,CA5K_14849
2023-07-04,CA5K_12002
2023-07-27,CA5K_02575
2023-09-10,CA5K_11575
2023-07-27,CA5K_12179
2023-07-04,CA5K_14356
2023-07-17,CA5K_08061
2023-08-14,CA5K_01190
2023-07-16,CA5K_11469
2023-07-11,CA5K_13052
2023-07-04,CA5K_05429
2023-07-27,CA5K_02587
2023-09-01,CA5K_10382
2023-09-08,CA5K_10997
2023-07-06,CA5K_12611
2023-08-17,CA5K_01481
2023-09-07,CA5K_12467
2023-08-04,CA5K_07030
2023-07-14,CA5K_11999
2023-08-05,CA5K_03462
2023-09-19,CA5K_14747
2023-08-06,CA5K_10106
2023-07-16,CA5K_14356
2023-09-16,CA5K_00882
2023-09-16,CA5K_11748
2023-08-05,CA5K_11662
2023-07-17,CA5K_10596
2023-08-13,CA5K_11733
2023-09-25,CA5K_03880
2023-08-01,CA5K_09018
2023-07-04,CA5K_11561
2023-08-08,CA5K_14093
2023-07-23,CA5K_02067
2023-09-21,CA5K_14770
2023-07-02,CA5K_03968
2023-08-29,CA5K_01810
2023-07-04,CA5K_13051
2023-07-20,CA5K_12265
2023-08-11,CA5K_11574
2023-07-19,CA5K_09266
2023-08-06,CA5K_02349
2023-09-22,CA5K_11573
2023-07-17,CA5K_11558
2023-09-21,CA5K_02687
2023-08-16,CA5K_11737
2023-08-15,CA5K_01025
2023-09-11,CA5K_15005
2023-07-03,CA5K_05780
2023-08-15,CA5K_08842
2023-08-15,CA5K_11663
2023-07-05,CA5K_13338
2023-07-21,CA5K_12796
2023-07-26,CA5K_06225
2023-08-04,CA5K_08062
2023-07-06,CA5K_09389
2023-08-07,CA5K_02102
2023-08-12,CA5K_09836
2023-07-24,CA5K_00630
2023-07-10,CA5K_11827
2023-07-13,CA5K_12176
2023-07-03,CA5K_12534
2023-09-09,CA5K_11748
2023-08-18,CA5K_02594
2023-08-06,CA5K_08260
2023-07-03,CA5K_01898
2023-08-13,CA5K_11645
2023-07-14,CA5K_13538
2023-09-19,CA5K_13343
2023-07-02,CA5K_13339
2023-07-04,CA5K_11557
2023-07-22,CA5K_04011
2023-09-23,CA5K_11098
2023-09-25,CA5K_11284
2023-07-29,CA5K_13050
2023-09-10,CA5K_13151
2023-07-14,CA5K_11836
2023-07-20,CA5K_08508
2023-07-13,CA5K_11825
2023-08-14,CA5K_00136
2023-08-17,CA5K_04190
2023-08-15,CA5K_01147
2023-07-15,CA5K_09424
2023-09-02,CA5K_11733
2023-09-07,CA5K_12960
2023-07-27,CA5K_06544
2023-07-05,CA5K_11559
2023-09-10,CA5K_11560
2023-08-15,CA5K_01024
2023-08-22,CA5K_05329
2023-08-01,CA5K_09018
2023-07-18,CA5K_12961
2023-08-07,CA5K_11749
2023-07-16,CA5K_06494
2023-07-25,CA5K_12002
2023-09-12,CA5K_03344
2023-07-02,CA5K_13820
2023-08-19,CA5K_12787
2023-09-20,CA5K_12002
2023-07-16,CA5K_11485
2023-07-04,CA5K_11663
2023-09-26,CA5K_15005
2023-07-20,CA5K_11557
2023-08-16,CA5K_10713
2023-07-04,CA5K_12002
2023-09-05,CA5K_11645
2023-08-14,CA5K_06084
2023-07-18,CA5K_07226
2023-07-31,CA5K_11470
2023-07-19,CA5K_11660
2023-07-06,CA5K_15005
2023-07-24,CA5K_09027
2023-09-29,CA5K_11737
2023-08-31,CA5K_11999
2023-07-16,CA5K_00101
2023-07-02,CA5K_10807
2023-07-29,CA5K_06409
2023-07-19,CA5K_04268
2023-07-22,CA5K_00264
2023-07-29,CA5K_14851
2023-08-23,CA5K_11575
2023-09-14,CA5K_00345
2023-09-07,CA5K_05256
2023-07-29,CA5K_10475
2023-07-01,CA5K_10009
2023-08-04,CA5K_14849
2023-08-15,CA5K_00749
2023-09-01,CA5K_04881
2023-08-15,CA5K_09729
2023-07-08,CA5K_14770
2023-07-30,CA5K_04191
2023-09-01,CA5K_10194
2023-07-20,CA5K_08919
2023-07-04,CA5K_12961
2023-07-04,CA5K_02686
2023-07-02,CA5K_01428
2023-07-25,CA5K_11645
2023-07-11,CA5K_12957
2023-07-27,CA5K_11470
2023-07-06,CA5K_14442
2023-08-03,CA5K_04352
2023-08-14,CA5K_01280
2023-09-10,CA5K_11378
2023-08-16,CA5K_00421
2023-07-18,CA5K_16728
2023-08-08,CA5K_00281
2023-07-23,CA5K_12698
2023-07-27,CA5K_00145
2023-09-23,CA5K_10996
2023-07-04,CA5K_08233
2023-07-09,CA5K_04052
2023-07-01,CA5K_08417
2023-09-04,CA5K_01704
2023-07-10,CA5K_12524
2023-07-15,CA5K_11825
2023-09-30,CA5K_13054
2023-08-26,CA5K_11468
2023-09-11,CA5K_00946
2023-08-29,CA5K_05035
2023-07-03,CA5K_11486
2023-08-07,CA5K_13973
2023-09-04,CA5K_08725
2023-09-09,CA5K_08740
2023-07-01,CA5K_11658
2023-08-11,CA5K_13911
2023-09-11,CA5K_08045
2023-07-17,CA5K_10535
2023-07-24,CA5K_02699
2023-07-30,CA5K_14773
2023-08-09,CA5K_11467
2023-07-15,CA5K_05469
2023-08-30,CA5K_00439
2023-08-16,CA5K_05942
2023-08-10,CA5K_07167
2023-08-19,CA5K_04060
2023-08-07,CA5K_10535
2023-08-11,CA5K_07027
2023-07-12,CA5K_09173
2023-07-30,CA5K_11469
2023-07-04,CA5K_11748
2023-07-04,CA5K_11660
2023-07-03,CA5K_14773
2023-07-04,CA5K_11660
2023-08-28,CA5K_07526
2023-07-19,CA5K_02478
2023-07-13,CA5K_01707
2023-07-16,CA5K_05312
2023-09-27,CA5K_05104
2023-07-16,CA5K_13632
2023-09-13,CA5K_11194
2023-08-25,CA5K_11915
2023-07-17,CA5K_07784
2023-07-29,CA5K_08817
2023-08-23,CA5K_02579
2023-08-31,CA5K_05888
2023-07-27,CA5K_12958
2023-08-08,CA5K_11646
2023-09-28,CA5K_11558
2023-08-12,CA5K_10616
2023-07-19,CA5K_00137
2023-07-11,CA5K_13978
2023-08-06,CA5K_11194
2023-07-04,CA5K_05577
2023-07-03,CA5K_12446
2023-08-17,CA5K_12523
2023-09-03,CA5K_04237
2023-08-14,CA5K_10899
2023-07-07,CA5K_08498
2023-07-14,CA5K_12088
2023-08-31,CA5K_03724
2023-08-04,CA5K_03218
2023-07-16,CA5K_14771
2023-07-05,CA5K_06063
2023-07-06,CA5K_09522
2023-07-28,CA5K_12958
2023-07-05,CA5K_05171
2023-08-13,CA5K_11186
2023-08-16,CA5K_11748
2023-10-01,CA5K_10285
2023-07-04,CA5K_12787
2023-08-28,CA5K_01339
2023-07-02,CA5K_14164
2023-07-29,CA5K_12612
2023-08-16,CA5K_13726
2023-09-04,CA5K_04736
2023-07-29,CA5K_12958
2023-08-07,CA5K_02700
2023-07-17,CA5K_13325
2023-08-14,CA5K_00944
2023-07-09,CA5K_12876
2023-07-05,CA5K_11660
2023-09-28,CA5K_12266
2023-08-07,CA5K_13151
2023-09-05,CA5K_13723
2023-09-26,CA5K_11663
2023-07-05,CA5K_13151
2023-08-06,CA5K_13342
2023-07-23,CA5K_06722
2023-07-24,CA5K_11558
2023-08-16,CA5K_05932
2023-07-05,CA5K_06662
2023-07-02,CA5K_02964
2023-09-29,CA5K_12435
2023-07-07,CA5K_10807
2023-09-22,CA5K_14522
2023-08-28,CA5K_11732
2023-07-16,CA5K_11467
2023-08-14,CA5K_04648
2023-07-26,CA5K_00823
2023-07-04,CA5K_14849
2023-07-29,CA5K_13052
2023-07-04,CA5K_11659
2023-07-14,CA5K_11911
2023-09-07,CA5K_03780
2023-09-14,CA5K_13153
2023-09-03,CA5K_13816
2023-07-13,CA5K_13249
2023-09-23,CA5K_06366
2023-10-01,CA5K_11661
2023-09-04,CA5K_11573
2023-07-05,CA5K_11663
2023-07-10,CA5K_07105
2023-07-17,CA5K_00089
2023-08-31,CA5K_10710
2023-07-01,CA5K_10284
2023-08-23,CA5K_09829
2023-09-27,CA5K_03724
2023-09-13,CA5K_04691
2023-07-20,CA5K_10471
2023-09-15,CA5K_12787
2023-07-31,CA5K_11824
2023-09-09,CA5K_07397
2023-07-15,CA5K_11284
2023-07-25,CA5K_10523
2023-07-05,CA5K_14182
2023-08-17,CA5K_01619
2023-09-03,CA5K_01904
2023-07-01,CA5K_05461
2023-08-07,CA5K_05918
2023-09-18,CA5K_05552
2023-07-22,CA5K_07389
2023-08-03,CA5K_02784
2023-08-11,CA5K_08919
2023-07-11,CA5K_11574
2023-07-12,CA5K_13239
2023-09-17,CA5K_13049
2023-07-04,CA5K_11822
2023-09-24,CA5K_13059
2023-07-25,CA5K_06530
2023-07-04,CA5K_11748
2023-07-04,CA5K_11661
2023-08-25,CA5K_09035
2023-07-10,CA5K_13051
2023-08-01,CA5K_13049
2023-07-04,CA5K_09520
2023-07-13,CA5K_11825
2023-07-13,CA5K_05175
2023-08-27,CA5K_11559
2023-09-25,CA5K_12177
2023-07-26,CA5K_04466
2023-07-13,CA5K_11737
2023-07-04,CA5K_13153
2023-08-21,CA5K_11558
2023-07-25,CA5K_12699
2023-09-12,CA5K_02647
2023-07-15,CA5K_11574
2023-07-02,CA5K_01234
2023-08-12,CA5K_11733
2023-07-14,CA5K_11469
2023-09-09,CA5K_11559
2023-07-21,CA5K_11470
2023-09-30,CA5K_13051
2023-09-08,CA5K_11647
2023-07-05,CA5K_13156
2023-08-31,CA5K_02698
2023-08-04,CA5K_11659
2023-07-01,CA5K_13247
2023-08-05,CA5K_04356
2023-08-06,CA5K_11645
2023-09-11,CA5K_11001
2023-07-05,CA5K_10471
2023-07-12,CA5K_13056
2023-08-11,CA5K_11559
2023-09-30,CA5K_02352
2023-07-24,CA5K_15005
2023-07-02,CA5K_10350
2023-08-29,CA5K_09025
2023-07-18,CA5K_12698
2023-07-01,CA5K_03878
2023-07-03,CA5K_08062
2023-08-15,CA5K_04217
2023-09-28,CA5K_15433
2023-08-11,CA5K_01356
2023-09-09,CA5K_11575
2023-07-16,CA5K_04451
2023-08-23,CA5K_01523
2023-07-10,CA5K_08233
2023-07-18,CA5K_02529
2023-08-09,CA5K_11467
2023-07-12,CA5K_13245
2023-07-07,CA5K_13437
2023-09-22,CA5K_00183
2023-07-10,CA5K_05278
2023-08-11,CA5K_15005
2023-07-25,CA5K_14174
2023-07-02,CA5K_02963
2023-09-11,CA5K_00946
2023-09-08,CA5K_14356
2023-07-08,CA5K_06868
2023-07-15,CA5K_10840
2023-07-17,CA5K_11557
2023-08-14,CA5K_08431
2023-07-04,CA5K_11284
2023-07-18,CA5K_11558
2023-07-06,CA5K_11647
2023-07-12,CA5K_11647
2023-09-22,CA5K_13050
2023-07-24,CA5K_05877
2023-07-12,CA5K_06857
2023-09-09,CA5K_11825
2023-07-12,CA5K_01568
2023-08-16,CA5K_01416
2023-09-08,CA5K_04052
2023-07-25,CA5K_12355
2023-07-26,CA5K_12101
2023-08-21,CA5K_11558
2023-07-03,CA5K_11485
2023-07-04,CA5K_14770
2023-07-02,CA5K_12178
2023-08-03,CA5K_14926
2023-09-03,CA5K_12961
2023-08-10,CA5K_00338
2023-08-25,CA5K_14690
2023-07-09,CA5K_06328
2023-07-01,CA5K_12265
2023-09-12,CA5K_08962
2023-08-02,CA5K_10162
2023-07-06,CA5K_03731
2023-07-03,CA5K_11660
2023-08-02,CA5K_13624
2023-07-06,CA5K_12091
2023-08-29,CA5K_04190
2023-07-27,CA5K_13055
2023-07-07,CA5K_11560
2023-07-11,CA5K_06662
2023-07-16,CA5K_03442
2023-08-09,CA5K_12874
2023-07-19,CA5K_10420
2023-07-21,CA5K_11194
2023-09-05,CA5K_07358
2023-09-10,CA5K_11557
2023-09-23,CA5K_01445
2023-07-30,CA5K_11736
2023-07-09,CA5K_08528
2023-08-11,CA5K_06356
2023-07-11,CA5K_11469
2023-08-17,CA5K_13243
2023-08-16,CA5K_11284
2023-08-13,CA5K_07397
2023-09-13,CA5K_08921
2023-07-04,CA5K_11836
2023-07-10,CA5K_14595
2023-09-26,CA5K_14689
2023-09-14,CA5K_09616
2023-07-09,CA5K_05775
2023-08-16,CA5K_01490
2023-07-13,CA5K_08061
2023-07-02,CA5K_11560
2023-07-20,CA5K_02469
2023-07-26,CA5K_01140
2023-09-11,CA5K_00867
2023-08-08,CA5K_06063
2023-09-30,CA5K_10191
2023-07-05,CA5K_12872
2023-07-05,CA5K_11575
2023-08-03,CA5K_02360
2023-07-22,CA5K_03878
2023-07-24,CA5K_03332
2023-08-10,CA5K_03462
2023-09-09,CA5K_08084
2023-07-08,CA5K_04593
2023-09-15,CA5K_11645
2023-07-28,CA5K_13150
2023-07-01,CA5K_11749
2023-07-04,CA5K_00173
2023-07-23,CA5K_11377
2023-07-03,CA5K_12524
2023-07-11,CA5K_02313
2023-07-08,CA5K_08714
2023-07-04,CA5K_14356
2023-09-09,CA5K_11378
2023-07-21,CA5K_15005
2023-09-10,CA5K_08855
2023-07-05,CA5K_14182
2023-08-29,CA5K_00591
2023-08-31,CA5K_11999
2023-09-12,CA5K_06886
2023-09-18,CA5K_06198
2023-07-01,CA5K_11646
2023-07-11,CA5K_10808
2023-08-22,CA5K_12959
2023-08-30,CA5K_01889
2023-07-11,CA5K_11661
2023-07-10,CA5K_11558
2023-08-20,CA5K_03142
2023-08-26,CA5K_11737
2023-07-26,CA5K_11660
2023-07-23,CA5K_06777
2023-07-08,CA5K_06532
2023-07-04,CA5K_11574
2023-08-09,CA5K_00943
2023-07-04,CA5K_13055
2023-07-01,CA5K_11469
2023-09-26,CA5K_13726
2023-08-10,CA5K_11558
2023-09-11,CA5K_11575
2023-08-15,CA5K_11736
2023-08-28,CA5K_13052
2023-07-04,CA5K_13727
2023-07-31,CA5K_11558
2023-09-26,CA5K_04410
2023-07-02,CA5K_05023
2023-07-27,CA5K_02698
2023-08-02,CA5K_11557
2023-07-04,CA5K_11469
2023-07-05,CA5K_06885
2023-07-05,CA5K_12699
2023-09-10,CA5K_11924
2023-08-15,CA5K_10713
2023-08-09,CA5K_05318
2023-08-12,CA5K_11921
2023-07-02,CA5K_01428
2023-07-08,CA5K_11663
2023-08-17,CA5K_07647
2023-07-25,CA5K_00777
2023-09-10,CA5K_08448
2023-07-12,CA5K_13150
2023-07-08,CA5K_11557
2023-07-04,CA5K_11469
2023-07-28,CA5K_11394
2023-07-11,CA5K_04683
2023-08-17,CA5K_11560
2023-08-24,CA5K_06868
2023-09-27,CA5K_13148
2023-09-09,CA5K_11574
2023-07-03,CA5K_07380
2023-07-04,CA5K_08817
2023-09-03,CA5K_11284
2023-07-23,CA5K_12177
2023-07-24,CA5K_04889
2023-08-09,CA5K_05753
2023-07-07,CA5K_11469
2023-07-20,CA5K_11734
2023-07-12,CA5K_11474
2023-07-11,CA5K_11733
2023-08-09,CA5K_14525
2023-08-16,CA5K_00505
2023-09-07,CA5K_07044
